category,headline,first_paragraph
educ,Young people need a better deal on schooling,"It is a fundamental principle of our democracy that every young person between five and 18 should have a school place. When in a locality there is a surge in the young population, new school places need to be created. This needs to be planned well in advance and new classrooms or new schools built. To expect this to be done, and done in time, by free school sponsors for every community in such need is ridiculous (Cameron to pledge 500 more free schools despite statistical doubts, 9 March). Planning for the provision of sufficient school places in every part of the country should be one of many proper functions of local government, yet, since the Education Act of 2011, local authorities can only create a new school if they have first sought proposals for a free school and no sponsors have come forward."
educ,Home-school families face potential investigation over 'radicalisation risk',"Families who home-school their children could come under investigation over fears the practice is used as a means of radicalisation, the government has confirmed."
educ,Teaching in favelas: a new approach to schooling children from slums,Why do children raised in tough slums perform worse than others when they get the same schooling?
educ,Councils seek new powers to check on home-schooled children,Council leaders are calling on the government to give them greater powers to check on the growing number of children who are apparently being home-educated – a trend that is thought to be linked to a rise in the number of illegal schools across England.
educ,The woman who started a school in her garage,"Widowed as a young mother, Shabina Mustafa never settled for simply “good enough”. After receiving a desperate plea to educate some of Karachi’s poorest children, Shabina Mustafa launched The Garage School, a grassroots project that grew from just an empty garage, into a bustling social enterprise helping thousands of Karachi’s underprivileged."
educ,Homeschooling in the UK increases 40% over three years,"The number of children being homeschooled has risen by about 40% over three years, the BBC has found."
educ,Funding cuts put schooling for Gypsy children 'at risk',"Gypsy and traveller children could be taken out of school by their parents if specialist support services are cut, a charity has claimed."
educ,Home schooling: Councils call for pupils' education register,"A change in the law is needed to force parents to declare when their children are being home-educated, councils say."
educ,Home schooling: Why more black US families are trying it,"""There were lots of fights and people getting shot,"" says Sonya Barbee."
educ,"Too many new pupils not school ready, say head teachers","Many children are not ready to start school when they first enter a classroom, according to a survey of head teachers."
educ,US college scandal: How much difference does going to a top university make?,The US admissions scandal has seen dozens of people charged following claims wealthy parents paid bribes to get their children places at elite colleges.
educ,Could changes in university funding limit student places?,"replaced by government money, say leading research universities."
educ,A-level results 2018: Teenagers achieve rise in top grades,"A-level students have been awarded the highest proportion of As and A*s since 2012, amid changes toughening the exams in England."
educ,Does it matter what degree grade you get?,Universities are being warned they could be penalised in teaching quality rankings for handing out too many top degree grades.
educ,GCSE pass levels causing confusion over university entry,There are warnings of confusion over university admissions from changes to GCSE exams in England which will create two different pass grades.
educ,GCSEs: Fewer A* GCSEs grades to be given due to change,Fewer GCSE entries in Northern Ireland will be awarded the top A* grade in 2019 due to changes in exam grading.
educ,"University teaching grades invalid, statistics body says","The Royal Statistical Society has attacked the way in which teaching standards are measured in universities in England - the Teaching Excellence Framework (TEF) - calling it ""invalid""."
educ,A-level results in Northern Ireland show big rise in top grades,The proportion of top A-level grades achieved by Northern Ireland students has risen significantly.
educ,Clearing: What are options when grades fall short?,"Thousands of teenagers across England, Wales and Northern Ireland have been receiving their A-level results. Youngsters in Scotland received the results of its equivalent qualification, Highers, on Tuesday, 8 August. While many are out celebrating their success, others have been left disappointed and facing tough decisions."
educ,GCSE grades not what you had hoped for? Help is at hand,"For anyone whose GCSE grades are a disappointment or a puzzle, we have experts on hand, ready to give advice."
educ,GCSE results: How the new grading system works,"From this year, some GCSE papers in England are being graded numerically on a scale from 9 to 1."
educ,Record university offers as top A-level grades slip,Record numbers of UK university places have been offered - as A-level results show a marginal fall in top grades for the fifth successive year.
educ,Best friends forever; How friendship boosts pupils' grades,"Best friends forever? Well, maybe not - but schoolchildren who keep the same best mate as they move to secondary have been found to get better results."
educ,Universities told to end 'spiralling' grade inflation,"Universities in England are giving too many students top degree grades, the Office for Students (OfS) has warned."
educ,Points plan for degree grades,"Universities should show students' achievement with points scores, as well as the existing degree grades, says a higher education advisory group."
educ,University 'grade inflation' to be tackled as first-class degrees rise,A surge in the number of first-class degrees awarded at university has led the government to bring in measures to tackle so-called grade inflation.
educ,GCSEs: What if you don't get the grades?,"As hundreds of thousands of pupils await their GCSE grades, Ofqual's Exams Doctor George Turnbull gives his advice on what to do if you do not get the grades you need."
educ,Oklahoma teachers: 'Our education system has failed',Teachers in Oklahoma are the latest to walk out of classrooms in protest at sharply cut education budgets. They say what happened to their schools should be a warning for other states.
educ,What is the key to a successful education system?,Education Secretary Michael Gove wants to change the primary and secondary school curriculums in England.
educ,Cuts put deaf children's education at 'breaking point',"Tom Bishop is 11 and deaf. The specialist teacher he had was a ""life-line"", say his family."
educ,What Role Do Teachers Play in Education?,"Although School of One made only modest improvements in students’ math scores and was adopted by only a handful of New York schools (not the 50 for which it was slated), it serves as a notable example of a pattern that Andrea Gabor, who holds the Bloomberg chair of business journalism at Baruch College/CUNY, charts in “After the Education Wars.” For more than three decades, an unlikely coalition of corporate philanthropists, educational technology entrepreneurs and public education bureaucrats has spearheaded a brand of school reform characterized by the overvaluing of technology and standardized testing and a devaluing of teachers and communities."
